,fips,geo_name,individual_party,is_incumbent,name_x,party,rank,reporting_pct,state,vote_pct,votes_x,name_y,precincts,results.atwoodf,results.castled,results.clintonh,results.copelands,results.de_la_fuenter,results.duncanr,results.giordanir,results.hedgesj,results.hoeflingt,results.jacobp,results.johnsong,results.kahnl,results.kenistonc,results.kennedya,results.kopitkek,results.kotlikoffl,results.la_rivag,results.lyttleb,results.maldonadoj,results.maturenm,results.mcmulline,results.mooreheadm,results.none_of_these_candidates,results.scottr,results.silvar,results.skewesp,results.smithm,results.soltysike,results.steinj,results.trumpd,results.vacekd,results.whitej,votes_y,ST,STATEFP,dem08,dem12,rep08,rep12,tot08,tot12,X,Y,rep16_frac,dem16_frac,green16_frac,libert16_frac,rep12_frac,rep08_frac,dem12_frac,dem08_frac,X1,County,Less.Than.High.School,At.Least.High.School.Diploma,At.Least.Bachelor.s.Degree,Graduate.Degree,School.Enrollment,Median.Earnings.2010.dollars,White.not.Latino.Population,African.American.Population,Native.American.Population,Asian.American.Population,Population.some.other.race.or.races,Latino.Population,Children.Under.6.Living.in.Poverty,Adults.65.and.Older.Living.in.Poverty,Total.Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Gini.Coefficient,Child.Poverty.living.in.families.below.the.poverty.line,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,State,White,Black,Hispanic,Asian,Amerindian,Other,White_Asian,SIRE_homogeneity,median_age,lon,lat,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,CA,S,MAR,CFS,ACFS,MeanALC,MaxALC,Mixedness,elevation,annual_PRCP,winter_PRCP,summer_PRCP,spring_PRCP,autumn_PRCP,annual_TAVG,annual_TMAX,annual_TMIN,winter_TAVG,winter_TMAX,winter_TMIN,summer_TAVG,summer_TMAX,summer_TMIN,spring_TAVG,spring_TMAX,spring_TMIN,autumn_TAVG,autumn_TMAX,autumn_TMIN,nearest_county,temp,precip,temp_bins,lat_bins,lon_bins,precip_bins,elevation_bins
300,29025,Caldwell County,democrat,False,E. Morrison,Democratic,3,100.0,Missouri,7.7,19.0,Caldwell,11.0,,27.0,837.0,,,,,,,,188.0,,,,,,,,,,,,,,,,,,26.0,3231.0,,,4309.0,MO,29.0,1814.0,1312.0,2654.0,2721.0,4564.0,4167.0,171514.85302537706,243366.737005298,0.7498259456950569,0.1942446043165468,0.006033882571362265,0.043629612439080985,0.6529877609791217,0.5815074496056091,0.3148548116150708,0.3974583698510079,29025.0,"Caldwell County, Missouri",14.2,85.8,11.8,3.7,73.45,26564.66095,96.25,0.35,0.3,0.25,1.55,1.35,24.65,7.9,9308.0,29.5,15.75,0.42100000000000004,22.25,25.85,18.0,22.1,2.55,14.3,17.15,Missouri,96.25,0.35,1.35,0.25,0.3,1.55,96.5,0.92685625,41.2,-93.9791785,39.6589977,1.9,,0.1,46.1,0.27399999999999997,0.19699999999999998,0.366,0.11199999999999999,161.0,58.9,0.18899999999999997,0.07400000000000001,284.08,,104.5,,-0.19115700111123105,-0.381717314945846,0.6119678461856949,4.77948682858775e-05,4.77948682858775e-05,4.9027266820339704e-05,0.00035750468863782203,-0.44404436184629203,289.1,3982.5,444.0,1323.0,1180.5,1035.0,,,,,,,,,,,,,,,,29025.0,,1011.555,,"(38.4,39.7]","(-96.7,-93.6]","(932,1.03e+03]","(259,317]"
301,29025,Caldwell County,democrat,False,L. Steinman,Democratic,4,100.0,Missouri,3.2,8.0,Caldwell,11.0,,27.0,837.0,,,,,,,,188.0,,,,,,,,,,,,,,,,,,26.0,3231.0,,,4309.0,MO,29.0,1814.0,1312.0,2654.0,2721.0,4564.0,4167.0,171514.85302537706,243366.737005298,0.7498259456950569,0.1942446043165468,0.006033882571362265,0.043629612439080985,0.6529877609791217,0.5815074496056091,0.3148548116150708,0.3974583698510079,29025.0,"Caldwell County, Missouri",14.2,85.8,11.8,3.7,73.45,26564.66095,96.25,0.35,0.3,0.25,1.55,1.35,24.65,7.9,9308.0,29.5,15.75,0.42100000000000004,22.25,25.85,18.0,22.1,2.55,14.3,17.15,Missouri,96.25,0.35,1.35,0.25,0.3,1.55,96.5,0.92685625,41.2,-93.9791785,39.6589977,1.9,,0.1,46.1,0.27399999999999997,0.19699999999999998,0.366,0.11199999999999999,161.0,58.9,0.18899999999999997,0.07400000000000001,284.08,,104.5,,-0.19115700111123105,-0.381717314945846,0.6119678461856949,4.77948682858775e-05,4.77948682858775e-05,4.9027266820339704e-05,0.00035750468863782203,-0.44404436184629203,289.1,3982.5,444.0,1323.0,1180.5,1035.0,,,,,,,,,,,,,,,,29025.0,,1011.555,,"(38.4,39.7]","(-96.7,-93.6]","(932,1.03e+03]","(259,317]"
302,29025,Caldwell County,republican,False,E. Greitens,Republican,1,100.0,Missouri,43.0,515.0,Caldwell,11.0,,27.0,837.0,,,,,,,,188.0,,,,,,,,,,,,,,,,,,26.0,3231.0,,,4309.0,MO,29.0,1814.0,1312.0,2654.0,2721.0,4564.0,4167.0,171514.85302537706,243366.737005298,0.7498259456950569,0.1942446043165468,0.006033882571362265,0.043629612439080985,0.6529877609791217,0.5815074496056091,0.3148548116150708,0.3974583698510079,29025.0,"Caldwell County, Missouri",14.2,85.8,11.8,3.7,73.45,26564.66095,96.25,0.35,0.3,0.25,1.55,1.35,24.65,7.9,9308.0,29.5,15.75,0.42100000000000004,22.25,25.85,18.0,22.1,2.55,14.3,17.15,Missouri,96.25,0.35,1.35,0.25,0.3,1.55,96.5,0.92685625,41.2,-93.9791785,39.6589977,1.9,,0.1,46.1,0.27399999999999997,0.19699999999999998,0.366,0.11199999999999999,161.0,58.9,0.18899999999999997,0.07400000000000001,284.08,,104.5,,-0.19115700111123105,-0.381717314945846,0.6119678461856949,4.77948682858775e-05,4.77948682858775e-05,4.9027266820339704e-05,0.00035750468863782203,-0.44404436184629203,289.1,3982.5,444.0,1323.0,1180.5,1035.0,,,,,,,,,,,,,,,,29025.0,,1011.555,,"(38.4,39.7]","(-96.7,-93.6]","(932,1.03e+03]","(259,317]"
303,29025,Caldwell County,republican,False,C. Hanaway,Republican,2,100.0,Missouri,19.9,238.0,Caldwell,11.0,,27.0,837.0,,,,,,,,188.0,,,,,,,,,,,,,,,,,,26.0,3231.0,,,4309.0,MO,29.0,1814.0,1312.0,2654.0,2721.0,4564.0,4167.0,171514.85302537706,243366.737005298,0.7498259456950569,0.1942446043165468,0.006033882571362265,0.043629612439080985,0.6529877609791217,0.5815074496056091,0.3148548116150708,0.3974583698510079,29025.0,"Caldwell County, Missouri",14.2,85.8,11.8,3.7,73.45,26564.66095,96.25,0.35,0.3,0.25,1.55,1.35,24.65,7.9,9308.0,29.5,15.75,0.42100000000000004,22.25,25.85,18.0,22.1,2.55,14.3,17.15,Missouri,96.25,0.35,1.35,0.25,0.3,1.55,96.5,0.92685625,41.2,-93.9791785,39.6589977,1.9,,0.1,46.1,0.27399999999999997,0.19699999999999998,0.366,0.11199999999999999,161.0,58.9,0.18899999999999997,0.07400000000000001,284.08,,104.5,,-0.19115700111123105,-0.381717314945846,0.6119678461856949,4.77948682858775e-05,4.77948682858775e-05,4.9027266820339704e-05,0.00035750468863782203,-0.44404436184629203,289.1,3982.5,444.0,1323.0,1180.5,1035.0,,,,,,,,,,,,,,,,29025.0,,1011.555,,"(38.4,39.7]","(-96.7,-93.6]","(932,1.03e+03]","(259,317]"
304,29025,Caldwell County,republican,False,J. Brunner,Republican,3,100.0,Missouri,19.7,236.0,Caldwell,11.0,,27.0,837.0,,,,,,,,188.0,,,,,,,,,,,,,,,,,,26.0,3231.0,,,4309.0,MO,29.0,1814.0,1312.0,2654.0,2721.0,4564.0,4167.0,171514.85302537706,243366.737005298,0.7498259456950569,0.1942446043165468,0.006033882571362265,0.043629612439080985,0.6529877609791217,0.5815074496056091,0.3148548116150708,0.3974583698510079,29025.0,"Caldwell County, Missouri",14.2,85.8,11.8,3.7,73.45,26564.66095,96.25,0.35,0.3,0.25,1.55,1.35,24.65,7.9,9308.0,29.5,15.75,0.42100000000000004,22.25,25.85,18.0,22.1,2.55,14.3,17.15,Missouri,96.25,0.35,1.35,0.25,0.3,1.55,96.5,0.92685625,41.2,-93.9791785,39.6589977,1.9,,0.1,46.1,0.27399999999999997,0.19699999999999998,0.366,0.11199999999999999,161.0,58.9,0.18899999999999997,0.07400000000000001,284.08,,104.5,,-0.19115700111123105,-0.381717314945846,0.6119678461856949,4.77948682858775e-05,4.77948682858775e-05,4.9027266820339704e-05,0.00035750468863782203,-0.44404436184629203,289.1,3982.5,444.0,1323.0,1180.5,1035.0,,,,,,,,,,,,,,,,29025.0,,1011.555,,"(38.4,39.7]","(-96.7,-93.6]","(932,1.03e+03]","(259,317]"
305,29025,Caldwell County,republican,False,P. Kinder,Republican,4,100.0,Missouri,17.4,209.0,Caldwell,11.0,,27.0,837.0,,,,,,,,188.0,,,,,,,,,,,,,,,,,,26.0,3231.0,,,4309.0,MO,29.0,1814.0,1312.0,2654.0,2721.0,4564.0,4167.0,171514.85302537706,243366.737005298,0.7498259456950569,0.1942446043165468,0.006033882571362265,0.043629612439080985,0.6529877609791217,0.5815074496056091,0.3148548116150708,0.3974583698510079,29025.0,"Caldwell County, Missouri",14.2,85.8,11.8,3.7,73.45,26564.66095,96.25,0.35,0.3,0.25,1.55,1.35,24.65,7.9,9308.0,29.5,15.75,0.42100000000000004,22.25,25.85,18.0,22.1,2.55,14.3,17.15,Missouri,96.25,0.35,1.35,0.25,0.3,1.55,96.5,0.92685625,41.2,-93.9791785,39.6589977,1.9,,0.1,46.1,0.27399999999999997,0.19699999999999998,0.366,0.11199999999999999,161.0,58.9,0.18899999999999997,0.07400000000000001,284.08,,104.5,,-0.19115700111123105,-0.381717314945846,0.6119678461856949,4.77948682858775e-05,4.77948682858775e-05,4.9027266820339704e-05,0.00035750468863782203,-0.44404436184629203,289.1,3982.5,444.0,1323.0,1180.5,1035.0,,,,,,,,,,,,,,,,29025.0,,1011.555,,"(38.4,39.7]","(-96.7,-93.6]","(932,1.03e+03]","(259,317]"
306,29025,Caldwell County,independent_or_other,False,C. Spragins,Independent,1,100.0,Missouri,,,Caldwell,11.0,,27.0,837.0,,,,,,,,188.0,,,,,,,,,,,,,,,,,,26.0,3231.0,,,4309.0,MO,29.0,1814.0,1312.0,2654.0,2721.0,4564.0,4167.0,171514.85302537706,243366.737005298,0.7498259456950569,0.1942446043165468,0.006033882571362265,0.043629612439080985,0.6529877609791217,0.5815074496056091,0.3148548116150708,0.3974583698510079,29025.0,"Caldwell County, Missouri",14.2,85.8,11.8,3.7,73.45,26564.66095,96.25,0.35,0.3,0.25,1.55,1.35,24.65,7.9,9308.0,29.5,15.75,0.42100000000000004,22.25,25.85,18.0,22.1,2.55,14.3,17.15,Missouri,96.25,0.35,1.35,0.25,0.3,1.55,96.5,0.92685625,41.2,-93.9791785,39.6589977,1.9,,0.1,46.1,0.27399999999999997,0.19699999999999998,0.366,0.11199999999999999,161.0,58.9,0.18899999999999997,0.07400000000000001,284.08,,104.5,,-0.19115700111123105,-0.381717314945846,0.6119678461856949,4.77948682858775e-05,4.77948682858775e-05,4.9027266820339704e-05,0.00035750468863782203,-0.44404436184629203,289.1,3982.5,444.0,1323.0,1180.5,1035.0,,,,,,,,,,,,,,,,29025.0,,1011.555,,"(38.4,39.7]","(-96.7,-93.6]","(932,1.03e+03]","(259,317]"
307,29027,Callaway County,democrat,False,C. Koster,Democratic,1,100.0,Missouri,81.3,1200.0,Callaway,25.0,,153.0,4988.0,,,,,,,,752.0,,,,,,,,,,,,,,,,,,182.0,13052.0,,,19127.0,MO,29.0,7580.0,6071.0,11389.0,11745.0,19321.0,18232.0,352717.9766657094,160893.1429385678,0.6823861556961364,0.2607831860720448,0.009515344800543734,0.03931614994510378,0.6441970162351909,0.5894622431551162,0.3329859587538394,0.3923192381346721,29027.0,"Callaway County, Missouri",14.9,85.1,20.4,6.9,75.6,25956.640315,90.8,4.45,0.3,0.55,2.35,1.5,13.45,6.85,43762.0,44.9,10.85,0.40399999999999997,14.5,29.95,19.25,26.8,1.15,10.1,12.75,Missouri,90.8,4.45,1.5,0.55,0.3,2.35,91.35,0.82726075,37.2,-91.92408940000001,38.8359656,3.7,3.9,0.09,31.2,0.278,0.298,0.34600000000000003,0.10300000000000001,310.7,350.0,0.14300000000000002,0.061,265.58,3.63,83.2,9.2,0.30882080767101394,-0.0538211756894103,0.58344442962472,4.09074063117409e-05,4.09074063117409e-05,5.52013210860957e-05,0.000369398389979736,-0.501377897943318,239.0,4505.0,735.0,1345.0,1262.0,1163.0,539.0,643.0,434.0,313.0,405.0,220.0,746.0,853.0,638.0,537.0,646.0,429.0,555.0,664.0,446.0,29027.0,12.166666666666698,1144.27,"(12,13.6]","(38.4,39.7]","(-93.6,-90.4]","(1.12e+03,1.19e+03]","(216,259]"
308,29027,Callaway County,democrat,False,E. Morrison,Democratic,2,100.0,Missouri,8.4,124.0,Callaway,25.0,,153.0,4988.0,,,,,,,,752.0,,,,,,,,,,,,,,,,,,182.0,13052.0,,,19127.0,MO,29.0,7580.0,6071.0,11389.0,11745.0,19321.0,18232.0,352717.9766657094,160893.1429385678,0.6823861556961364,0.2607831860720448,0.009515344800543734,0.03931614994510378,0.6441970162351909,0.5894622431551162,0.3329859587538394,0.3923192381346721,29027.0,"Callaway County, Missouri",14.9,85.1,20.4,6.9,75.6,25956.640315,90.8,4.45,0.3,0.55,2.35,1.5,13.45,6.85,43762.0,44.9,10.85,0.40399999999999997,14.5,29.95,19.25,26.8,1.15,10.1,12.75,Missouri,90.8,4.45,1.5,0.55,0.3,2.35,91.35,0.82726075,37.2,-91.92408940000001,38.8359656,3.7,3.9,0.09,31.2,0.278,0.298,0.34600000000000003,0.10300000000000001,310.7,350.0,0.14300000000000002,0.061,265.58,3.63,83.2,9.2,0.30882080767101394,-0.0538211756894103,0.58344442962472,4.09074063117409e-05,4.09074063117409e-05,5.52013210860957e-05,0.000369398389979736,-0.501377897943318,239.0,4505.0,735.0,1345.0,1262.0,1163.0,539.0,643.0,434.0,313.0,405.0,220.0,746.0,853.0,638.0,537.0,646.0,429.0,555.0,664.0,446.0,29027.0,12.166666666666698,1144.27,"(12,13.6]","(38.4,39.7]","(-93.6,-90.4]","(1.12e+03,1.19e+03]","(216,259]"
309,29027,Callaway County,democrat,False,C. Wheeler,Democratic,3,100.0,Missouri,6.0,89.0,Callaway,25.0,,153.0,4988.0,,,,,,,,752.0,,,,,,,,,,,,,,,,,,182.0,13052.0,,,19127.0,MO,29.0,7580.0,6071.0,11389.0,11745.0,19321.0,18232.0,352717.9766657094,160893.1429385678,0.6823861556961364,0.2607831860720448,0.009515344800543734,0.03931614994510378,0.6441970162351909,0.5894622431551162,0.3329859587538394,0.3923192381346721,29027.0,"Callaway County, Missouri",14.9,85.1,20.4,6.9,75.6,25956.640315,90.8,4.45,0.3,0.55,2.35,1.5,13.45,6.85,43762.0,44.9,10.85,0.40399999999999997,14.5,29.95,19.25,26.8,1.15,10.1,12.75,Missouri,90.8,4.45,1.5,0.55,0.3,2.35,91.35,0.82726075,37.2,-91.92408940000001,38.8359656,3.7,3.9,0.09,31.2,0.278,0.298,0.34600000000000003,0.10300000000000001,310.7,350.0,0.14300000000000002,0.061,265.58,3.63,83.2,9.2,0.30882080767101394,-0.0538211756894103,0.58344442962472,4.09074063117409e-05,4.09074063117409e-05,5.52013210860957e-05,0.000369398389979736,-0.501377897943318,239.0,4505.0,735.0,1345.0,1262.0,1163.0,539.0,643.0,434.0,313.0,405.0,220.0,746.0,853.0,638.0,537.0,646.0,429.0,555.0,664.0,446.0,29027.0,12.166666666666698,1144.27,"(12,13.6]","(38.4,39.7]","(-93.6,-90.4]","(1.12e+03,1.19e+03]","(216,259]"
310,29027,Callaway County,democrat,False,L. Steinman,Democratic,4,100.0,Missouri,4.3,63.0,Callaway,25.0,,153.0,4988.0,,,,,,,,752.0,,,,,,,,,,,,,,,,,,182.0,13052.0,,,19127.0,MO,29.0,7580.0,6071.0,11389.0,11745.0,19321.0,18232.0,352717.9766657094,160893.1429385678,0.6823861556961364,0.2607831860720448,0.009515344800543734,0.03931614994510378,0.6441970162351909,0.5894622431551162,0.3329859587538394,0.3923192381346721,29027.0,"Callaway County, Missouri",14.9,85.1,20.4,6.9,75.6,25956.640315,90.8,4.45,0.3,0.55,2.35,1.5,13.45,6.85,43762.0,44.9,10.85,0.40399999999999997,14.5,29.95,19.25,26.8,1.15,10.1,12.75,Missouri,90.8,4.45,1.5,0.55,0.3,2.35,91.35,0.82726075,37.2,-91.92408940000001,38.8359656,3.7,3.9,0.09,31.2,0.278,0.298,0.34600000000000003,0.10300000000000001,310.7,350.0,0.14300000000000002,0.061,265.58,3.63,83.2,9.2,0.30882080767101394,-0.0538211756894103,0.58344442962472,4.09074063117409e-05,4.09074063117409e-05,5.52013210860957e-05,0.000369398389979736,-0.501377897943318,239.0,4505.0,735.0,1345.0,1262.0,1163.0,539.0,643.0,434.0,313.0,405.0,220.0,746.0,853.0,638.0,537.0,646.0,429.0,555.0,664.0,446.0,29027.0,12.166666666666698,1144.27,"(12,13.6]","(38.4,39.7]","(-93.6,-90.4]","(1.12e+03,1.19e+03]","(216,259]"
311,29027,Callaway County,republican,False,E. Greitens,Republican,1,100.0,Missouri,37.5,2396.0,Callaway,25.0,,153.0,4988.0,,,,,,,,752.0,,,,,,,,,,,,,,,,,,182.0,13052.0,,,19127.0,MO,29.0,7580.0,6071.0,11389.0,11745.0,19321.0,18232.0,352717.9766657094,160893.1429385678,0.6823861556961364,0.2607831860720448,0.009515344800543734,0.03931614994510378,0.6441970162351909,0.5894622431551162,0.3329859587538394,0.3923192381346721,29027.0,"Callaway County, Missouri",14.9,85.1,20.4,6.9,75.6,25956.640315,90.8,4.45,0.3,0.55,2.35,1.5,13.45,6.85,43762.0,44.9,10.85,0.40399999999999997,14.5,29.95,19.25,26.8,1.15,10.1,12.75,Missouri,90.8,4.45,1.5,0.55,0.3,2.35,91.35,0.82726075,37.2,-91.92408940000001,38.8359656,3.7,3.9,0.09,31.2,0.278,0.298,0.34600000000000003,0.10300000000000001,310.7,350.0,0.14300000000000002,0.061,265.58,3.63,83.2,9.2,0.30882080767101394,-0.0538211756894103,0.58344442962472,4.09074063117409e-05,4.09074063117409e-05,5.52013210860957e-05,0.000369398389979736,-0.501377897943318,239.0,4505.0,735.0,1345.0,1262.0,1163.0,539.0,643.0,434.0,313.0,405.0,220.0,746.0,853.0,638.0,537.0,646.0,429.0,555.0,664.0,446.0,29027.0,12.166666666666698,1144.27,"(12,13.6]","(38.4,39.7]","(-93.6,-90.4]","(1.12e+03,1.19e+03]","(216,259]"
312,29027,Callaway County,republican,False,C. Hanaway,Republican,2,100.0,Missouri,22.4,1429.0,Callaway,25.0,,153.0,4988.0,,,,,,,,752.0,,,,,,,,,,,,,,,,,,182.0,13052.0,,,19127.0,MO,29.0,7580.0,6071.0,11389.0,11745.0,19321.0,18232.0,352717.9766657094,160893.1429385678,0.6823861556961364,0.2607831860720448,0.009515344800543734,0.03931614994510378,0.6441970162351909,0.5894622431551162,0.3329859587538394,0.3923192381346721,29027.0,"Callaway County, Missouri",14.9,85.1,20.4,6.9,75.6,25956.640315,90.8,4.45,0.3,0.55,2.35,1.5,13.45,6.85,43762.0,44.9,10.85,0.40399999999999997,14.5,29.95,19.25,26.8,1.15,10.1,12.75,Missouri,90.8,4.45,1.5,0.55,0.3,2.35,91.35,0.82726075,37.2,-91.92408940000001,38.8359656,3.7,3.9,0.09,31.2,0.278,0.298,0.34600000000000003,0.10300000000000001,310.7,350.0,0.14300000000000002,0.061,265.58,3.63,83.2,9.2,0.30882080767101394,-0.0538211756894103,0.58344442962472,4.09074063117409e-05,4.09074063117409e-05,5.52013210860957e-05,0.000369398389979736,-0.501377897943318,239.0,4505.0,735.0,1345.0,1262.0,1163.0,539.0,643.0,434.0,313.0,405.0,220.0,746.0,853.0,638.0,537.0,646.0,429.0,555.0,664.0,446.0,29027.0,12.166666666666698,1144.27,"(12,13.6]","(38.4,39.7]","(-93.6,-90.4]","(1.12e+03,1.19e+03]","(216,259]"
313,29027,Callaway County,republican,False,P. Kinder,Republican,3,100.0,Missouri,21.7,1384.0,Callaway,25.0,,153.0,4988.0,,,,,,,,752.0,,,,,,,,,,,,,,,,,,182.0,13052.0,,,19127.0,MO,29.0,7580.0,6071.0,11389.0,11745.0,19321.0,18232.0,352717.9766657094,160893.1429385678,0.6823861556961364,0.2607831860720448,0.009515344800543734,0.03931614994510378,0.6441970162351909,0.5894622431551162,0.3329859587538394,0.3923192381346721,29027.0,"Callaway County, Missouri",14.9,85.1,20.4,6.9,75.6,25956.640315,90.8,4.45,0.3,0.55,2.35,1.5,13.45,6.85,43762.0,44.9,10.85,0.40399999999999997,14.5,29.95,19.25,26.8,1.15,10.1,12.75,Missouri,90.8,4.45,1.5,0.55,0.3,2.35,91.35,0.82726075,37.2,-91.92408940000001,38.8359656,3.7,3.9,0.09,31.2,0.278,0.298,0.34600000000000003,0.10300000000000001,310.7,350.0,0.14300000000000002,0.061,265.58,3.63,83.2,9.2,0.30882080767101394,-0.0538211756894103,0.58344442962472,4.09074063117409e-05,4.09074063117409e-05,5.52013210860957e-05,0.000369398389979736,-0.501377897943318,239.0,4505.0,735.0,1345.0,1262.0,1163.0,539.0,643.0,434.0,313.0,405.0,220.0,746.0,853.0,638.0,537.0,646.0,429.0,555.0,664.0,446.0,29027.0,12.166666666666698,1144.27,"(12,13.6]","(38.4,39.7]","(-93.6,-90.4]","(1.12e+03,1.19e+03]","(216,259]"
314,29027,Callaway County,republican,False,J. Brunner,Republican,4,100.0,Missouri,18.5,1182.0,Callaway,25.0,,153.0,4988.0,,,,,,,,752.0,,,,,,,,,,,,,,,,,,182.0,13052.0,,,19127.0,MO,29.0,7580.0,6071.0,11389.0,11745.0,19321.0,18232.0,352717.9766657094,160893.1429385678,0.6823861556961364,0.2607831860720448,0.009515344800543734,0.03931614994510378,0.6441970162351909,0.5894622431551162,0.3329859587538394,0.3923192381346721,29027.0,"Callaway County, Missouri",14.9,85.1,20.4,6.9,75.6,25956.640315,90.8,4.45,0.3,0.55,2.35,1.5,13.45,6.85,43762.0,44.9,10.85,0.40399999999999997,14.5,29.95,19.25,26.8,1.15,10.1,12.75,Missouri,90.8,4.45,1.5,0.55,0.3,2.35,91.35,0.82726075,37.2,-91.92408940000001,38.8359656,3.7,3.9,0.09,31.2,0.278,0.298,0.34600000000000003,0.10300000000000001,310.7,350.0,0.14300000000000002,0.061,265.58,3.63,83.2,9.2,0.30882080767101394,-0.0538211756894103,0.58344442962472,4.09074063117409e-05,4.09074063117409e-05,5.52013210860957e-05,0.000369398389979736,-0.501377897943318,239.0,4505.0,735.0,1345.0,1262.0,1163.0,539.0,643.0,434.0,313.0,405.0,220.0,746.0,853.0,638.0,537.0,646.0,429.0,555.0,664.0,446.0,29027.0,12.166666666666698,1144.27,"(12,13.6]","(38.4,39.7]","(-93.6,-90.4]","(1.12e+03,1.19e+03]","(216,259]"
315,29027,Callaway County,independent_or_other,False,C. Spragins,Independent,1,100.0,Missouri,,,Callaway,25.0,,153.0,4988.0,,,,,,,,752.0,,,,,,,,,,,,,,,,,,182.0,13052.0,,,19127.0,MO,29.0,7580.0,6071.0,11389.0,11745.0,19321.0,18232.0,352717.9766657094,160893.1429385678,0.6823861556961364,0.2607831860720448,0.009515344800543734,0.03931614994510378,0.6441970162351909,0.5894622431551162,0.3329859587538394,0.3923192381346721,29027.0,"Callaway County, Missouri",14.9,85.1,20.4,6.9,75.6,25956.640315,90.8,4.45,0.3,0.55,2.35,1.5,13.45,6.85,43762.0,44.9,10.85,0.40399999999999997,14.5,29.95,19.25,26.8,1.15,10.1,12.75,Missouri,90.8,4.45,1.5,0.55,0.3,2.35,91.35,0.82726075,37.2,-91.92408940000001,38.8359656,3.7,3.9,0.09,31.2,0.278,0.298,0.34600000000000003,0.10300000000000001,310.7,350.0,0.14300000000000002,0.061,265.58,3.63,83.2,9.2,0.30882080767101394,-0.0538211756894103,0.58344442962472,4.09074063117409e-05,4.09074063117409e-05,5.52013210860957e-05,0.000369398389979736,-0.501377897943318,239.0,4505.0,735.0,1345.0,1262.0,1163.0,539.0,643.0,434.0,313.0,405.0,220.0,746.0,853.0,638.0,537.0,646.0,429.0,555.0,664.0,446.0,29027.0,12.166666666666698,1144.27,"(12,13.6]","(38.4,39.7]","(-93.6,-90.4]","(1.12e+03,1.19e+03]","(216,259]"
316,29029,Camden County,democrat,False,C. Koster,Democratic,1,100.0,Missouri,80.8,965.0,Camden,20.0,,57.0,4706.0,,,,,,,,588.0,,,,,,,,,,,,,,,,,,110.0,16721.0,,,22182.0,MO,29.0,7773.0,6458.0,14074.0,15092.0,22133.0,21945.0,278748.450582691,65526.25654674418,0.7538093950049591,0.2121539987377153,0.004958975746100442,0.026507979442791454,0.6877192982456141,0.6358830705281706,0.2942811574390522,0.3511950481181946,29029.0,"Camden County, Missouri",9.8,90.2,21.0,7.6,72.8,22903.62349,95.6,0.45,0.5,0.4,1.15,1.9,33.6,4.55,42076.0,34.1,11.7,0.434,25.0,31.5,16.8,28.45,0.45,12.4,10.4,Missouri,95.6,0.45,1.9,0.4,0.5,1.15,96.0,0.9144905000000001,47.8,-92.7651375,38.031995,3.2,4.4,0.07,40.1,0.363,0.309,0.294,0.105,148.8,17.4,0.18899999999999997,0.09,169.33,,90.8,,0.3241380476649,-0.10093904560642698,0.6797214604880769,4.63994548915991e-05,4.63994548915991e-05,6.42027823650131e-05,0.000393642364789781,-0.32917735757477695,,,,,,,,,,,,,,,,,,,,,,,,,,"(37.1,38.4]","(-93.6,-90.4]",,
317,29029,Camden County,democrat,False,E. Morrison,Democratic,2,100.0,Missouri,9.0,107.0,Camden,20.0,,57.0,4706.0,,,,,,,,588.0,,,,,,,,,,,,,,,,,,110.0,16721.0,,,22182.0,MO,29.0,7773.0,6458.0,14074.0,15092.0,22133.0,21945.0,278748.450582691,65526.25654674418,0.7538093950049591,0.2121539987377153,0.004958975746100442,0.026507979442791454,0.6877192982456141,0.6358830705281706,0.2942811574390522,0.3511950481181946,29029.0,"Camden County, Missouri",9.8,90.2,21.0,7.6,72.8,22903.62349,95.6,0.45,0.5,0.4,1.15,1.9,33.6,4.55,42076.0,34.1,11.7,0.434,25.0,31.5,16.8,28.45,0.45,12.4,10.4,Missouri,95.6,0.45,1.9,0.4,0.5,1.15,96.0,0.9144905000000001,47.8,-92.7651375,38.031995,3.2,4.4,0.07,40.1,0.363,0.309,0.294,0.105,148.8,17.4,0.18899999999999997,0.09,169.33,,90.8,,0.3241380476649,-0.10093904560642698,0.6797214604880769,4.63994548915991e-05,4.63994548915991e-05,6.42027823650131e-05,0.000393642364789781,-0.32917735757477695,,,,,,,,,,,,,,,,,,,,,,,,,,"(37.1,38.4]","(-93.6,-90.4]",,
