delegates,geo_name,individual_party,is_winner,name,party,rank,reporting_pct,state,vote_pct,votes
,Overall Wisconsin Presidential Primaries Results,republican,False,Uninstructed,Republican,8,100.0,Wisconsin,0.2,2288.0
,Overall Wisconsin Presidential Primaries Results,republican,False,M. Huckabee,Republican,9,100.0,Wisconsin,0.1,1428.0
,Overall Wisconsin Presidential Primaries Results,republican,False,C. Christie,Republican,10,100.0,Wisconsin,0.1,1310.0
,Overall Wisconsin Presidential Primaries Results,republican,False,C. Fiorina,Republican,11,100.0,Wisconsin,0.1,825.0
,Overall Wisconsin Presidential Primaries Results,republican,False,R. Santorum,Republican,12,100.0,Wisconsin,0.0,510.0
,Overall Wisconsin Presidential Primaries Results,republican,False,J. Gilmore,Republican,13,100.0,Wisconsin,0.0,242.0
7.0,Overall Wyoming Presidential Caucuses Results,democrat,True,B. Sanders,Democratic,1,100.0,Wyoming,55.7,156.0
11.0,Overall Wyoming Presidential Caucuses Results,democrat,False,H. Clinton,Democratic,2,100.0,Wyoming,44.3,124.0
,Overall Wyoming Presidential Caucuses Results,democrat,False,R. De La Fuente,Democratic,3,100.0,Wyoming,0.0,0.0
,Overall Wyoming Presidential Caucuses Results,democrat,False,Other,Democratic,4,100.0,Wyoming,0.0,0.0
,Overall Wyoming Presidential Caucuses Results,democrat,False,Uncommitted,Democratic,5,100.0,Wyoming,0.0,0.0
9.0,Overall Wyoming Presidential Caucuses Results,republican,,T. Cruz,Republican,1,100.0,Wyoming,66.3,644.0
1.0,Overall Wyoming Presidential Caucuses Results,republican,,M. Rubio,Republican,2,100.0,Wyoming,19.5,189.0
1.0,Overall Wyoming Presidential Caucuses Results,republican,,D. Trump,Republican,3,100.0,Wyoming,7.2,70.0
4.0,Overall Wyoming Presidential Caucuses Results,republican,,Uncommitted,Republican,4,100.0,Wyoming,7.0,68.0
,Overall Wyoming Presidential Caucuses Results,republican,,B. Carson,Republican,5,100.0,Wyoming,0.0,0.0
,Overall Wyoming Presidential Caucuses Results,republican,,J. Kasich,Republican,6,100.0,Wyoming,0.0,0.0
,Overall Wyoming Presidential Caucuses Results,republican,,Other,Republican,7,100.0,Wyoming,0.0,0.0
,Overall Wyoming Presidential Caucuses Results,republican,,R. Paul,Republican,8,100.0,Wyoming,0.0,0.0
