fips,geo_name,individual_party,is_incumbent,is_winner,name,party,rank,reporting_pct,state,vote_pct,votes
8,8th District Primaries,republican,False,True,P. DiCianni,Republican,1,100.0,Illinois,,
9,9th District Primaries,democrat,True,True,J. Schakowsky,Democratic,1,100.0,Illinois,,
9,9th District Primaries,republican,False,True,J. McCarthy Lasonde,Republican,1,100.0,Illinois,,
10,10th District Primaries,democrat,False,True,B. Schneider,Democratic,1,100.0,Illinois,53.8,50300.0
10,10th District Primaries,democrat,False,False,N. Rotering,Democratic,2,100.0,Illinois,46.2,43228.0
10,10th District Primaries,republican,True,True,R. Dold,Republican,1,100.0,Illinois,,
11,11th District Primaries,democrat,True,True,B. Foster,Democratic,1,100.0,Illinois,,
11,11th District Primaries,republican,False,True,"<span class=""name-combo""> <span class=""token token-winner""><b aria-hidden=""true"" class=""icon icon-check""></b><span class=""icon-text"">Winner</span></span> T. Khouri</span>",Republican,1,100.0,Illinois,37.0,22603.0
11,11th District Primaries,republican,False,False,N. Stella,Republican,2,100.0,Illinois,36.3,22187.0
11,11th District Primaries,republican,False,False,H. White,Republican,3,100.0,Illinois,26.7,16321.0
13,13th District Primaries,democrat,False,True,M. Wicklund,Democratic,1,100.0,Illinois,,
13,13th District Primaries,republican,True,True,R. Davis,Republican,1,100.0,Illinois,77.0,71020.0
13,13th District Primaries,republican,False,False,E. Vandersand,Republican,2,100.0,Illinois,23.0,21251.0
14,14th District Primaries,democrat,False,True,J. Walz,Democratic,1,83.9,Illinois,43.0,25190.0
14,14th District Primaries,democrat,False,False,J. Hosta,Democratic,2,83.9,Illinois,38.0,22252.0
14,14th District Primaries,democrat,False,False,J. Maggitt,Democratic,3,83.9,Illinois,19.1,11167.0
14,14th District Primaries,republican,True,True,R. Hultgren,Republican,1,100.0,Illinois,,
15,15th District Primary,republican,True,True,J. Shimkus,,1,100.0,Illinois,60.4,75968.0
15,15th District Primary,republican,False,False,K. McCarter,,2,100.0,Illinois,39.6,49885.0
16,16th District Primary,republican,True,True,A. Kinzinger,,1,100.0,Illinois,,
17,17th District Primaries,democrat,True,True,C. Bustos,Democratic,1,100.0,Illinois,,
17,17th District Primaries,republican,False,True,P. Harlan,Republican,1,100.0,Illinois,75.7,52172.0
17,17th District Primaries,republican,False,False,J. Boccarossa,Republican,2,100.0,Illinois,24.3,16703.0
18,18th District Primary,republican,True,True,D. LaHood,,1,100.0,Illinois,,
1,1st District Primary,democrat,True,True,P. Visclosky,,1,100.0,Indiana,80.0,77030.0
1,1st District Primary,democrat,False,False,W. Brown,,2,100.0,Indiana,20.0,19302.0
2,2nd District Primaries,democrat,False,True,L. Coleman,Democratic,1,96.6,Indiana,73.7,39364.0
2,2nd District Primaries,democrat,False,False,D. Carpenter,Democratic,2,96.6,Indiana,26.3,14011.0
2,2nd District Primaries,republican,True,True,J. Walorski,Republican,1,100.0,Indiana,69.8,77389.0
2,2nd District Primaries,republican,False,False,J. Petermann,Republican,2,100.0,Indiana,30.2,33513.0
3,3rd District Primaries,democrat,False,True,T. Schrader,Democratic,1,100.0,Indiana,37.5,15263.0
3,3rd District Primaries,democrat,False,False,T. Nightenhelser,Democratic,2,100.0,Indiana,31.8,12937.0
3,3rd District Primaries,democrat,False,False,J. Roberson,Democratic,3,100.0,Indiana,30.7,12479.0
3,3rd District Primaries,republican,False,True,J. Banks,Republican,1,100.0,Indiana,34.3,46508.0
3,3rd District Primaries,republican,False,False,K. Tom,Republican,2,100.0,Indiana,31.5,42716.0
3,3rd District Primaries,republican,False,False,E. Brown,Republican,3,100.0,Indiana,24.8,33640.0
3,3rd District Primaries,republican,False,False,P. Galloway,Republican,4,100.0,Indiana,7.0,9541.0
3,3rd District Primaries,republican,False,False,K. Howell,Republican,5,100.0,Indiana,1.5,1967.0
3,3rd District Primaries,republican,False,False,M. Baringer,Republican,6,100.0,Indiana,0.9,1264.0
4,4th District Primaries,democrat,False,True,J. Dale,Democratic,1,100.0,Indiana,,
4,4th District Primaries,republican,True,True,T. Rokita,Republican,1,100.0,Indiana,69.3,86047.0
4,4th District Primaries,republican,False,False,K. Grant,Republican,2,100.0,Indiana,30.7,38198.0
5,5th District Primaries,democrat,False,True,A. Demaree,Democratic,1,100.0,Indiana,74.9,52518.0
5,5th District Primaries,democrat,False,False,A. Davidson,Democratic,2,100.0,Indiana,25.1,17587.0
5,5th District Primaries,republican,True,True,S. Brooks,Republican,1,100.0,Indiana,69.4,95192.0
5,5th District Primaries,republican,False,False,S. MacKenzie,Republican,2,100.0,Indiana,15.7,21566.0
5,5th District Primaries,republican,False,False,M. Campbell,Republican,3,100.0,Indiana,14.9,20400.0
6,6th District Primaries,democrat,False,True,B. Welsh,Democratic,1,100.0,Indiana,35.6,15219.0
6,6th District Primaries,democrat,False,False,D. Basham,Democratic,2,100.0,Indiana,24.4,10435.0
6,6th District Primaries,democrat,False,False,G. Holland,Democratic,3,100.0,Indiana,20.6,8815.0
6,6th District Primaries,democrat,False,False,B. Peavler,Democratic,4,100.0,Indiana,11.4,4890.0
6,6th District Primaries,democrat,False,False,R. Spelbring,Democratic,5,100.0,Indiana,7.9,3369.0
6,6th District Primaries,republican,True,True,L. Messer,Republican,1,100.0,Indiana,77.7,91366.0
6,6th District Primaries,republican,False,False,J. Smith,Republican,2,100.0,Indiana,12.7,14897.0
6,6th District Primaries,republican,False,False,C. Johnson,Republican,3,100.0,Indiana,9.7,11370.0
7,7th District Primaries,democrat,True,True,A. Carson,Democratic,1,100.0,Indiana,85.6,69995.0
7,7th District Primaries,democrat,False,False,C. Godfrey,Democratic,2,100.0,Indiana,10.2,8306.0
7,7th District Primaries,democrat,False,False,P. Pullins,Democratic,3,100.0,Indiana,4.2,3435.0
7,7th District Primaries,republican,False,True,C. Ping,Republican,1,100.0,Indiana,53.1,30509.0
7,7th District Primaries,republican,False,False,W. Harmon,Republican,2,100.0,Indiana,29.5,16953.0
7,7th District Primaries,republican,False,False,J. Miniear,Republican,3,100.0,Indiana,17.4,10030.0
8,8th District Primaries,democrat,False,True,"<span class=""name-combo""> <span class=""token token-winner""><b aria-hidden=""true"" class=""icon icon-check""></b><span class=""icon-text"">Winner</span></span> R. Drake</span>",Democratic,1,100.0,Indiana,50.1,29185.0
8,8th District Primaries,democrat,False,False,D. Orentlicher,Democratic,2,100.0,Indiana,49.9,29121.0
8,8th District Primaries,republican,True,True,L. Bucshon,Republican,1,100.0,Indiana,65.0,72507.0
8,8th District Primaries,republican,False,False,R. Moss,Republican,2,100.0,Indiana,35.0,38974.0
9,9th District Primaries,democrat,False,True,S. Yoder,Democratic,1,100.0,Indiana,70.1,44199.0
9,9th District Primaries,democrat,False,False,B. Kern,Democratic,2,100.0,Indiana,11.6,7287.0
9,9th District Primaries,democrat,False,False,J. McClure,Democratic,3,100.0,Indiana,10.4,6565.0
9,9th District Primaries,democrat,False,False,B. Thomas,Democratic,4,100.0,Indiana,7.9,4980.0
9,9th District Primaries,republican,False,True,T. Hollingsworth,Republican,1,100.0,Indiana,33.5,40682.0
9,9th District Primaries,republican,False,False,E. Houchin,Republican,2,100.0,Indiana,25.0,30298.0
9,9th District Primaries,republican,False,False,G. Zoeller,Republican,3,100.0,Indiana,21.9,26512.0
9,9th District Primaries,republican,False,False,B. Waltz,Republican,4,100.0,Indiana,13.0,15750.0
9,9th District Primaries,republican,False,False,R. Hall,Republican,5,100.0,Indiana,6.6,8020.0
1,1st District Primaries,democrat,False,True,M. Vernon,Democratic,1,100.0,Iowa,67.7,21197.0
1,1st District Primaries,democrat,False,False,P. Murphy,Democratic,2,100.0,Iowa,32.3,10093.0
1,1st District Primaries,republican,True,True,R. Blum,Republican,1,100.0,Iowa,,
2,2nd District Primaries,democrat,True,True,D. Loebsack,Democratic,1,100.0,Iowa,,
2,2nd District Primaries,republican,False,True,C. Peters,Republican,1,100.0,Iowa,,
3,3rd District Primaries,democrat,False,True,J. Mowrer,Democratic,1,100.0,Iowa,49.7,12949.0
3,3rd District Primaries,democrat,False,False,M. Sherzan,Democratic,2,100.0,Iowa,36.4,9502.0
3,3rd District Primaries,democrat,False,False,D. Adams,Democratic,3,100.0,Iowa,13.9,3624.0
3,3rd District Primaries,republican,True,True,D. Young,Republican,1,100.0,Iowa,85.1,17852.0
3,3rd District Primaries,republican,False,False,J. Grandanette,Republican,2,100.0,Iowa,14.9,3134.0
4,4th District Primaries,democrat,False,True,K. Weaver,Democratic,1,100.0,Iowa,,
4,4th District Primaries,republican,True,True,S. King,Republican,1,100.0,Iowa,64.7,28858.0
4,4th District Primaries,republican,False,False,R. Bertrand,Republican,2,100.0,Iowa,35.3,15714.0
1,1st District Primary,republican,False,True,R. Marshall,,1,100.0,Kansas,56.5,58808.0
1,1st District Primary,republican,True,False,T. Huelskamp,,2,100.0,Kansas,43.5,45315.0
2,2nd District Primaries,democrat,False,True,B. Potter,Democratic,1,100.0,Kansas,,
2,2nd District Primaries,republican,True,True,L. Jenkins,Republican,1,100.0,Kansas,,
3,3rd District Primaries,democrat,False,True,J. Sidie,Democratic,1,100.0,Kansas,41.7,13634.0
3,3rd District Primaries,democrat,False,False,N. McLaughlin,Democratic,2,100.0,Kansas,36.1,11786.0
3,3rd District Primaries,democrat,False,False,R. Marselus,Democratic,3,100.0,Kansas,22.2,7265.0
3,3rd District Primaries,republican,True,True,K. Yoder,Republican,1,100.0,Kansas,63.6,37023.0
3,3rd District Primaries,republican,False,False,G. Goode,Republican,2,100.0,Kansas,36.4,21191.0
4,4th District Primaries,democrat,False,True,D. Giroux,Democratic,1,100.0,Kansas,51.5,9313.0
4,4th District Primaries,democrat,False,False,R. Tillman,Democratic,2,100.0,Kansas,48.5,8764.0
4,4th District Primaries,republican,True,True,M. Pompeo,Republican,1,100.0,Kansas,,
1,1st District Primaries,democrat,False,True,S. Gaskins,Democratic,1,0.0,Kentucky,,
1,1st District Primaries,republican,False,True,J. Comer,Republican,1,100.0,Kentucky,60.5,24342.0
1,1st District Primaries,republican,False,False,M. Pape,Republican,2,100.0,Kentucky,23.3,9357.0
1,1st District Primaries,republican,False,False,J. Batts,Republican,3,100.0,Kentucky,13.9,5578.0
1,1st District Primaries,republican,False,False,M. Caughey,Republican,4,100.0,Kentucky,2.3,943.0
2,2nd District Primary,republican,True,True,B. Guthrie,,1,0.0,Kentucky,,
3,3rd District Primaries,democrat,True,True,J. Yarmuth,Democratic,1,0.0,Kentucky,,
3,3rd District Primaries,republican,False,True,H. Bratcher,Republican,1,100.0,Kentucky,44.5,9578.0
3,3rd District Primaries,republican,False,False,E. Corley,Republican,2,100.0,Kentucky,36.5,7857.0
3,3rd District Primaries,republican,False,False,R. DeVore,Republican,3,100.0,Kentucky,18.9,4075.0
4,4th District Primaries,democrat,False,True,C. Sidle,Democratic,1,0.0,Kentucky,,
4,4th District Primaries,republican,True,True,T. Massie,Republican,1,0.0,Kentucky,,
5,5th District Primary,republican,True,True,H. Rogers,,1,100.0,Kentucky,82.4,35984.0
5,5th District Primary,republican,False,False,J. Burk,,2,100.0,Kentucky,17.6,7669.0
6,6th District Primaries,democrat,False,True,N. Kemper,Democratic,1,100.0,Kentucky,80.1,63439.0
6,6th District Primaries,democrat,False,False,G. Young,Democratic,2,100.0,Kentucky,19.9,15772.0
6,6th District Primaries,republican,True,True,A. Barr,Republican,1,100.0,Kentucky,84.5,25212.0
6,6th District Primaries,republican,False,False,R. Brill,Republican,2,100.0,Kentucky,15.5,4608.0
1,1st District Primaries,democrat,True,True,C. Pingree,Democratic,1,100.0,Maine,,
1,1st District Primaries,republican,False,True,"<span class=""name-combo""> <span class=""token token-winner""><b aria-hidden=""true"" class=""icon icon-check""></b><span class=""icon-text"">Winner</span></span> M. Holbrook</span>",Republican,1,99.4,Maine,50.1,10345.0
1,1st District Primaries,republican,False,False,A. Smith,Republican,2,99.4,Maine,49.9,10287.0
2,2nd District Primaries,democrat,False,True,E. Cain,Democratic,1,100.0,Maine,,
2,2nd District Primaries,republican,True,True,B. Poliquin,Republican,1,100.0,Maine,,
1,1st District Primaries,democrat,False,True,J. Werner,Democratic,1,99.3,Maryland,51.8,28546.0
1,1st District Primaries,democrat,False,False,J. Ireton,Democratic,2,99.3,Maryland,48.2,26602.0
1,1st District Primaries,republican,True,True,A. Harris,Republican,1,99.3,Maryland,78.4,77112.0
1,1st District Primaries,republican,False,False,M. Smigiel,Republican,2,99.3,Maryland,10.8,10597.0
1,1st District Primaries,republican,False,False,J. Goff,Republican,3,99.3,Maryland,6.1,5971.0
1,1st District Primaries,republican,False,False,S. Jackson,Republican,4,99.3,Maryland,4.8,4684.0
2,2nd District Primaries,democrat,True,True,D. Ruppersberger,Democratic,1,100.0,Maryland,,
2,2nd District Primaries,republican,False,True,P. McDonough,Republican,1,98.2,Maryland,71.7,27247.0
2,2nd District Primaries,republican,False,False,C. Magee,Republican,2,98.2,Maryland,10.5,3989.0
2,2nd District Primaries,republican,False,False,B. Heine,Republican,3,98.2,Maryland,8.0,3029.0
2,2nd District Primaries,republican,False,False,Y. Morgan,Republican,4,98.2,Maryland,5.5,2103.0
2,2nd District Primaries,republican,False,False,M. Shell,Republican,5,98.2,Maryland,4.2,1610.0
3,3rd District Primaries,democrat,True,True,J. Sarbanes,Democratic,1,98.8,Maryland,87.2,95405.0
3,3rd District Primaries,democrat,False,False,J. Rea,Democratic,2,98.8,Maryland,12.8,14051.0
3,3rd District Primaries,republican,False,True,M. Plaster,Republican,1,98.8,Maryland,63.4,24262.0
3,3rd District Primaries,republican,False,False,T. Harris,Republican,2,98.8,Maryland,36.6,14030.0
4,4th District Primaries,democrat,False,True,A. Brown,Democratic,1,99.6,Maryland,41.6,44712.0
4,4th District Primaries,democrat,False,False,G. Ivey,Democratic,2,99.6,Maryland,34.1,36717.0
4,4th District Primaries,democrat,False,False,J. Pena-Melnyk,Democratic,3,99.6,Maryland,19.0,20392.0
4,4th District Primaries,democrat,False,False,W. Christopher,Democratic,4,99.6,Maryland,3.5,3717.0
4,4th District Primaries,democrat,False,False,M. Fogg,Democratic,5,99.6,Maryland,1.2,1332.0
4,4th District Primaries,democrat,False,False,T. Strait,Democratic,6,99.6,Maryland,0.7,725.0
4,4th District Primaries,republican,False,True,G. McDermott,Republican,1,99.6,Maryland,46.2,10514.0
4,4th District Primaries,republican,False,False,D. Therrien,Republican,2,99.6,Maryland,26.0,5928.0
4,4th District Primaries,republican,False,False,R. Broadus,Republican,3,99.6,Maryland,16.4,3743.0
4,4th District Primaries,republican,False,False,R. Buck,Republican,4,99.6,Maryland,11.4,2592.0
5,5th District Primaries,democrat,True,True,S. Hoyer,Democratic,1,99.6,Maryland,76.1,79453.0
5,5th District Primaries,democrat,False,False,D. Wilson,Democratic,2,99.6,Maryland,12.0,12556.0
5,5th District Primaries,democrat,False,False,K. Beck,Democratic,3,99.6,Maryland,11.8,12356.0
5,5th District Primaries,republican,False,True,M. Arness,Republican,1,99.6,Maryland,53.1,21449.0
5,5th District Primaries,republican,False,False,C. Faddis,Republican,2,99.6,Maryland,46.9,18969.0
6,6th District Primaries,democrat,True,True,J. Delaney,Democratic,1,100.0,Maryland,85.4,63230.0
6,6th District Primaries,democrat,False,False,T. Puca,Democratic,2,100.0,Maryland,14.6,10786.0
6,6th District Primaries,republican,False,True,A. Hoeber,Republican,1,100.0,Maryland,29.3,16876.0
6,6th District Primaries,republican,False,False,T. Baker,Republican,2,100.0,Maryland,23.1,13299.0
6,6th District Primaries,republican,False,False,F. Howard,Republican,3,100.0,Maryland,17.2,9928.0
6,6th District Primaries,republican,False,False,R. Ficker,Republican,4,100.0,Maryland,11.3,6521.0
6,6th District Primaries,republican,False,False,D. Vogt,Republican,5,100.0,Maryland,9.5,5453.0
6,6th District Primaries,republican,False,False,C. Mason,Republican,6,100.0,Maryland,4.2,2416.0
6,6th District Primaries,republican,False,False,S. Cheng,Republican,7,100.0,Maryland,3.7,2137.0
6,6th District Primaries,republican,False,False,H. Painter,Republican,8,100.0,Maryland,1.8,1041.0
7,7th District Primaries,democrat,True,True,E. Cummings,Democratic,1,98.4,Maryland,92.0,122299.0
7,7th District Primaries,democrat,False,False,A. Petrus,Democratic,2,98.4,Maryland,8.0,10578.0
7,7th District Primaries,republican,False,True,"<span class=""name-combo""> <span class=""token token-winner""><b aria-hidden=""true"" class=""icon icon-check""></b><span class=""icon-text"">Winner</span></span> C. Vaughn</span>",Republican,1,98.4,Maryland,41.4,10159.0
7,7th District Primaries,republican,False,False,W. Newton,Republican,2,98.4,Maryland,41.6,10217.0
7,7th District Primaries,republican,False,False,R. Bly,Republican,3,98.4,Maryland,17.1,4189.0
8,8th District Primaries,democrat,False,True,J. Raskin,Democratic,1,100.0,Maryland,33.7,38902.0
8,8th District Primaries,democrat,False,False,D. Trone,Democratic,2,100.0,Maryland,27.3,31529.0
8,8th District Primaries,democrat,False,False,K. Matthews,Democratic,3,100.0,Maryland,23.8,27401.0
8,8th District Primaries,democrat,False,False,A. Gutierrez,Democratic,4,100.0,Maryland,5.5,6358.0
8,8th District Primaries,democrat,False,False,W. Jawando,Democratic,5,100.0,Maryland,4.7,5436.0
8,8th District Primaries,democrat,False,False,K. Barve,Democratic,6,100.0,Maryland,2.3,2702.0
8,8th District Primaries,democrat,False,False,D. Anderson,Democratic,7,100.0,Maryland,1.1,1268.0
8,8th District Primaries,democrat,False,False,J. Rubin,Democratic,8,100.0,Maryland,1.0,1167.0
8,8th District Primaries,democrat,False,False,D. Bolling,Democratic,9,100.0,Maryland,0.5,591.0
8,8th District Primaries,republican,False,True,D. Cox,Republican,1,100.0,Maryland,44.8,19471.0
8,8th District Primaries,republican,False,False,J. Jones,Republican,2,100.0,Maryland,20.2,8770.0
8,8th District Primaries,republican,False,False,L. Matory,Republican,3,100.0,Maryland,15.4,6687.0
8,8th District Primaries,republican,False,False,S. Skolnick,Republican,4,100.0,Maryland,12.5,5412.0
8,8th District Primaries,republican,False,False,A. Shudofsky,Republican,5,100.0,Maryland,7.1,3092.0
1,1st District Primary,democrat,True,True,R. Neal,,1,100.0,Massachusetts,,
2,2nd District Primary,democrat,True,True,J. McGovern,,1,100.0,Massachusetts,,
3,3rd District Primaries,democrat,True,True,N. Tsongas,Democratic,1,100.0,Massachusetts,,
3,3rd District Primaries,republican,False,True,A. Wofford,Republican,1,100.0,Massachusetts,,
4,4th District Primaries,democrat,True,True,J. Kennedy,Democratic,1,100.0,Massachusetts,,
4,4th District Primaries,republican,False,True,D. Rosa,Republican,1,100.0,Massachusetts,,
5,5th District Primary,democrat,True,True,K. Clark,,1,100.0,Massachusetts,,
6,6th District Primary,democrat,True,True,S. Moulton,,1,100.0,Massachusetts,,
7,7th District Primary,democrat,True,True,M. Capuano,,1,100.0,Massachusetts,,
8,8th District Primaries,democrat,True,True,S. Lynch,Democratic,1,100.0,Massachusetts,,
8,8th District Primaries,republican,False,True,W. Burke,Republican,1,100.0,Massachusetts,,
9,9th District Primaries,democrat,True,True,B. Keating,Democratic,1,100.0,Massachusetts,,
9,9th District Primaries,republican,False,True,M. Alliegro,Republican,1,100.0,Massachusetts,61.9,12452.0
9,9th District Primaries,republican,False,False,T. O'Malley,Republican,2,100.0,Massachusetts,38.1,7675.0
1,1st District Primaries,democrat,False,True,L. Johnson,Democratic,1,100.0,Michigan,71.6,31677.0
1,1st District Primaries,democrat,False,False,J. Cannon,Democratic,2,100.0,Michigan,28.4,12539.0
1,1st District Primaries,republican,False,True,J. Bergman,Republican,1,100.0,Michigan,38.6,33624.0
1,1st District Primaries,republican,False,False,T. Casperson,Republican,2,100.0,Michigan,32.0,27811.0
1,1st District Primaries,republican,False,False,J. Allen,Republican,3,100.0,Michigan,29.4,25604.0
2,2nd District Primaries,democrat,False,True,D. Murphy,Democratic,1,100.0,Michigan,,
2,2nd District Primaries,republican,True,True,B. Huizenga,Republican,1,100.0,Michigan,,
3,3rd District Primaries,democrat,False,True,D. Smith,Democratic,1,100.0,Michigan,,
3,3rd District Primaries,republican,True,True,J. Amash,Republican,1,100.0,Michigan,,
4,4th District Primary,republican,True,True,J. Moolenaar,,1,100.0,Michigan,,
5,5th District Primaries,democrat,True,True,D. Kildee,Democratic,1,100.0,Michigan,,
5,5th District Primaries,republican,False,True,A. Hardwick,Republican,1,100.0,Michigan,,
6,6th District Primaries,democrat,False,True,P. Clements,Democratic,1,100.0,Michigan,,
6,6th District Primaries,republican,True,True,F. Upton,Republican,1,100.0,Michigan,,
7,7th District Primaries,democrat,False,True,G. Driskell,Democratic,1,100.0,Michigan,,
7,7th District Primaries,republican,True,True,T. Walberg,Republican,1,100.0,Michigan,75.2,43064.0
7,7th District Primaries,republican,False,False,D. North,Republican,2,100.0,Michigan,24.8,14228.0
8,8th District Primaries,democrat,False,True,M. Gilbert,Democratic,1,100.0,Michigan,,
8,8th District Primaries,republican,True,True,M. Bishop,Republican,1,100.0,Michigan,,
9,9th District Primaries,democrat,True,True,S. Levin,Democratic,1,100.0,Michigan,,
9,9th District Primaries,republican,False,True,C. Morse,Republican,1,100.0,Michigan,,
10,10th District Primaries,democrat,False,True,F. Accavitti,Democratic,1,100.0,Michigan,,
10,10th District Primaries,republican,False,True,P. Mitchell,Republican,1,100.0,Michigan,38.0,30114.0
10,10th District Primaries,republican,False,False,P. Pavlov,Republican,2,100.0,Michigan,27.8,22019.0
10,10th District Primaries,republican,False,False,A. Sanborn,Republican,3,100.0,Michigan,15.9,12639.0
10,10th District Primaries,republican,False,False,T. Forlini,Republican,4,100.0,Michigan,9.9,7885.0
10,10th District Primaries,republican,False,False,D. VanAssche,Republican,5,100.0,Michigan,8.4,6689.0
11,11th District Primaries,democrat,False,True,A. Kumar,Democratic,1,100.0,Michigan,,
11,11th District Primaries,republican,True,True,D. Trott,Republican,1,100.0,Michigan,,
12,12th District Primaries,democrat,True,True,D. Dingell,Democratic,1,100.0,Michigan,,
12,12th District Primaries,republican,False,True,J. Jones,Republican,1,100.0,Michigan,,
13,13th District Primaries,democrat,True,True,J. Conyers,Democratic,1,100.0,Michigan,60.8,30922.0
13,13th District Primaries,democrat,False,False,J. Winfrey,Democratic,2,100.0,Michigan,39.2,19956.0
13,13th District Primaries,republican,False,True,J. Gorman,Republican,1,100.0,Michigan,,
14,14th District Primaries,democrat,True,True,B. Lawrence,Democratic,1,100.0,Michigan,87.4,55433.0
14,14th District Primaries,democrat,False,False,V. Moss,Democratic,2,100.0,Michigan,8.3,5235.0
14,14th District Primaries,democrat,False,False,T. Morrison,Democratic,3,100.0,Michigan,4.4,2769.0
14,14th District Primaries,republican,False,True,H. Klausner,Republican,1,100.0,Michigan,,
1,1st District Primaries,democrat,True,True,T. Walz,Democratic,1,100.0,Minnesota,,
1,1st District Primaries,republican,False,True,J. Hagedorn,Republican,1,100.0,Minnesota,76.5,10851.0
1,1st District Primaries,republican,False,False,S. Williams,Republican,2,100.0,Minnesota,23.5,3330.0
2,2nd District Primaries,democrat,False,True,A. Craig,Democratic,1,100.0,Minnesota,,
2,2nd District Primaries,republican,False,True,J. Lewis,Republican,1,100.0,Minnesota,48.9,11642.0
2,2nd District Primaries,republican,False,False,D. Miller,Republican,2,100.0,Minnesota,30.7,7310.0
2,2nd District Primaries,republican,False,False,J. Howe,Republican,3,100.0,Minnesota,13.7,3253.0
2,2nd District Primaries,republican,False,False,M. Erickson,Republican,4,100.0,Minnesota,6.8,1617.0
3,3rd District Primaries,democrat,False,True,T. Bonoff,Democratic,1,100.0,Minnesota,,
3,3rd District Primaries,republican,True,True,E. Paulsen,Republican,1,100.0,Minnesota,,
4,4th District Primaries,democrat,True,True,B. McCollum,Democratic,1,100.0,Minnesota,94.0,33107.0
4,4th District Primaries,democrat,False,False,S. Carlson,Democratic,2,100.0,Minnesota,6.0,2105.0
4,4th District Primaries,republican,False,True,G. Ryan,Republican,1,100.0,Minnesota,81.9,5537.0
4,4th District Primaries,republican,False,False,G. Rechtzigel,Republican,2,100.0,Minnesota,12.4,838.0
4,4th District Primaries,republican,False,False,N. Bey,Republican,3,100.0,Minnesota,5.7,382.0
5,5th District Primaries,democrat,True,True,K. Ellison,Democratic,1,100.0,Minnesota,91.7,40380.0
5,5th District Primaries,democrat,False,False,G. Iverson,Democratic,2,100.0,Minnesota,4.3,1887.0
5,5th District Primaries,democrat,False,False,L. Bauer,Democratic,3,100.0,Minnesota,4.0,1757.0
5,5th District Primaries,republican,False,True,F. Drake,Republican,1,100.0,Minnesota,,
6,6th District Primaries,democrat,False,True,D. Snyder,Democratic,1,100.0,Minnesota,46.0,4381.0
6,6th District Primaries,democrat,False,False,J. Adams,Democratic,2,100.0,Minnesota,37.3,3553.0
6,6th District Primaries,democrat,False,False,B. Helland,Democratic,3,100.0,Minnesota,16.7,1589.0
6,6th District Primaries,republican,True,True,T. Emmer,Republican,1,100.0,Minnesota,68.7,13548.0
6,6th District Primaries,republican,False,False,A. Kern,Republican,2,100.0,Minnesota,26.5,5217.0
6,6th District Primaries,republican,False,False,P. Munro,Republican,3,100.0,Minnesota,4.9,958.0
7,7th District Primaries,democrat,True,True,C. Peterson,Democratic,1,100.0,Minnesota,,
7,7th District Primaries,republican,False,True,D. Hughes,Republican,1,100.0,Minnesota,59.0,8762.0
7,7th District Primaries,republican,False,False,A. Hinson,Republican,2,100.0,Minnesota,41.0,6087.0
8,8th District Primaries,democrat,True,True,R. Nolan,Democratic,1,100.0,Minnesota,,
8,8th District Primaries,republican,False,True,S. Mills,Republican,1,100.0,Minnesota,,
1,1st District Primaries,democrat,False,True,"<span class=""name-combo""> <span class=""token token-winner""><b aria-hidden=""true"" class=""icon icon-check""></b><span class=""icon-text"">Winner</span></span> J. Owens</span>",Democratic,1,0.0,Mississippi,,
1,1st District Primaries,republican,True,True,T. Kelly,Republican,1,100.0,Mississippi,89.3,94074.0
1,1st District Primaries,republican,False,False,P. Clever,Republican,2,100.0,Mississippi,10.7,11254.0
2,2nd District Primaries,democrat,False,True,"<span class=""name-combo""> <span class=""token token-winner""><b aria-hidden=""true"" class=""icon icon-check""></b><span class=""icon-text"">Winner</span></span> B. Thompson (i)</span>",Democratic,1,0.0,Mississippi,,
2,2nd District Primaries,republican,False,True,"<span class=""name-combo""> <span class=""token token-winner""><b aria-hidden=""true"" class=""icon icon-check""></b><span class=""icon-text"">Winner</span></span> J. Bouie</span>",Republican,1,0.0,Mississippi,,
3,3rd District Primaries,democrat,False,True,D. Quinn,Democratic,1,100.0,Mississippi,65.6,28041.0
3,3rd District Primaries,democrat,False,False,N. Stewart,Democratic,2,100.0,Mississippi,34.4,14731.0
3,3rd District Primaries,republican,True,True,G. Harper,Republican,1,100.0,Mississippi,89.3,102309.0
3,3rd District Primaries,republican,False,False,J. Giles,Republican,2,100.0,Mississippi,10.7,12308.0
4,4th District Primaries,democrat,False,True,"<span class=""name-combo""> <span class=""token token-winner""><b aria-hidden=""true"" class=""icon icon-check""></b><span class=""icon-text"">Winner</span></span> M. Gladney</span>",Democratic,1,0.0,Mississippi,,
4,4th District Primaries,republican,False,True,"<span class=""name-combo""> <span class=""token token-winner""><b aria-hidden=""true"" class=""icon icon-check""></b><span class=""icon-text"">Winner</span></span> S. Palazzo (i)</span>",Republican,1,0.0,Mississippi,,
1,1st District Primaries,democrat,True,True,L. Clay,Democratic,1,100.0,Missouri,62.6,55847.0
1,1st District Primaries,democrat,False,False,M. Chappelle-Nadal,Democratic,2,100.0,Missouri,26.8,23940.0
1,1st District Primaries,democrat,False,False,B. Haas,Democratic,3,100.0,Missouri,10.5,9395.0
1,1st District Primaries,republican,False,True,S. Bailey,Republican,1,100.0,Missouri,67.2,12395.0
1,1st District Primaries,republican,False,False,P. Berry,Republican,2,100.0,Missouri,32.8,6037.0
1,1st District Primaries,independent_or_other,False,True,R. Cunningham,Independent,1,100.0,Missouri,,
