fips,geo_name,individual_party,is_incumbent,name,party,rank,reporting_pct,state,vote_pct,votes
29029,Camden County,republican,False,E. Greitens,Republican,1,100.0,Missouri,40.1,3397.0
29029,Camden County,republican,False,J. Brunner,Republican,2,100.0,Missouri,28.0,2369.0
29029,Camden County,republican,False,C. Hanaway,Republican,3,100.0,Missouri,16.8,1424.0
29029,Camden County,republican,False,P. Kinder,Republican,4,100.0,Missouri,15.1,1281.0
29029,Camden County,independent_or_other,False,C. Spragins,Independent,1,100.0,Missouri,,
29031,Cape Girardeau County,democrat,False,C. Koster,Democratic,1,100.0,Missouri,78.5,1115.0
29031,Cape Girardeau County,democrat,False,E. Morrison,Democratic,2,100.0,Missouri,12.2,174.0
29031,Cape Girardeau County,democrat,False,C. Wheeler,Democratic,3,100.0,Missouri,5.6,80.0
29031,Cape Girardeau County,democrat,False,L. Steinman,Democratic,4,100.0,Missouri,3.7,52.0
29031,Cape Girardeau County,republican,False,P. Kinder,Republican,1,100.0,Missouri,49.8,6247.0
29031,Cape Girardeau County,republican,False,E. Greitens,Republican,2,100.0,Missouri,24.5,3075.0
29031,Cape Girardeau County,republican,False,J. Brunner,Republican,3,100.0,Missouri,14.9,1867.0
29031,Cape Girardeau County,republican,False,C. Hanaway,Republican,4,100.0,Missouri,10.8,1351.0
