fips,geo_name,individual_party,is_incumbent,name,rank,reporting_pct,state,vote_pct,votes
54015,Clay County,M,False,C. Pritt,3,100.0,West Virginia,5.0,151
54015,Clay County,L,False,D. Moran,4,100.0,West Virginia,1.2,37
54015,Clay County,C,False,P. Hudok,5,100.0,West Virginia,0.5,16
54017,Doddridge County,R,False,B. Cole,1,100.0,West Virginia,60.9,1731
54017,Doddridge County,D,False,J. Justice,2,100.0,West Virginia,31.7,900
54017,Doddridge County,M,False,C. Pritt,3,100.0,West Virginia,5.0,142
54017,Doddridge County,L,False,D. Moran,4,100.0,West Virginia,1.9,55
54017,Doddridge County,C,False,P. Hudok,5,100.0,West Virginia,0.5,14
54019,Fayette County,D,False,J. Justice,1,100.0,West Virginia,62.1,9545
54019,Fayette County,R,False,B. Cole,2,100.0,West Virginia,29.4,4512
54019,Fayette County,M,False,C. Pritt,3,100.0,West Virginia,6.5,997
54019,Fayette County,L,False,D. Moran,4,100.0,West Virginia,1.5,236
54019,Fayette County,C,False,P. Hudok,5,100.0,West Virginia,0.5,80
54021,Gilmer County,D,False,J. Justice,1,100.0,West Virginia,46.6,1188
54021,Gilmer County,R,False,B. Cole,2,100.0,West Virginia,43.6,1111
54021,Gilmer County,M,False,C. Pritt,3,100.0,West Virginia,6.6,169
54021,Gilmer County,L,False,D. Moran,4,100.0,West Virginia,2.2,56
54021,Gilmer County,C,False,P. Hudok,5,100.0,West Virginia,1.0,26
54023,Grant County,R,False,B. Cole,1,100.0,West Virginia,67.4,3196
54023,Grant County,D,False,J. Justice,2,100.0,West Virginia,27.6,1309
54023,Grant County,L,False,D. Moran,3,100.0,West Virginia,2.4,112
54023,Grant County,M,False,C. Pritt,4,100.0,West Virginia,2.1,100
54023,Grant County,C,False,P. Hudok,5,100.0,West Virginia,0.5,24
54025,Greenbrier County,D,False,J. Justice,1,100.0,West Virginia,60.6,8555
54025,Greenbrier County,R,False,B. Cole,2,100.0,West Virginia,30.7,4325
54025,Greenbrier County,M,False,C. Pritt,3,100.0,West Virginia,7.0,994
54025,Greenbrier County,L,False,D. Moran,4,100.0,West Virginia,1.3,179
54025,Greenbrier County,C,False,P. Hudok,5,100.0,West Virginia,0.4,54
54027,Hampshire County,R,False,B. Cole,1,100.0,West Virginia,62.1,5201
54027,Hampshire County,D,False,J. Justice,2,100.0,West Virginia,30.2,2529
54027,Hampshire County,M,False,C. Pritt,3,100.0,West Virginia,4.5,377
54027,Hampshire County,L,False,D. Moran,4,100.0,West Virginia,2.7,230
54027,Hampshire County,C,False,P. Hudok,5,100.0,West Virginia,0.5,42
54029,Hancock County,R,False,B. Cole,1,100.0,West Virginia,48.2,5968
54029,Hancock County,D,False,J. Justice,2,100.0,West Virginia,42.8,5295
54029,Hancock County,M,False,C. Pritt,3,100.0,West Virginia,5.5,683
54029,Hancock County,L,False,D. Moran,4,100.0,West Virginia,2.5,308
54029,Hancock County,C,False,P. Hudok,5,100.0,West Virginia,1.0,121
54031,Hardy County,R,False,B. Cole,1,100.0,West Virginia,54.3,3215
54031,Hardy County,D,False,J. Justice,2,100.0,West Virginia,40.2,2380
54031,Hardy County,M,False,C. Pritt,3,100.0,West Virginia,3.2,187
54031,Hardy County,L,False,D. Moran,4,100.0,West Virginia,2.0,118
54031,Hardy County,C,False,P. Hudok,5,100.0,West Virginia,0.4,25
54033,Harrison County,D,False,J. Justice,1,100.0,West Virginia,50.7,14280
54033,Harrison County,R,False,B. Cole,2,100.0,West Virginia,42.1,11873
54033,Harrison County,M,False,C. Pritt,3,100.0,West Virginia,4.5,1270
54033,Harrison County,L,False,D. Moran,4,100.0,West Virginia,2.1,590
54033,Harrison County,C,False,P. Hudok,5,100.0,West Virginia,0.6,176
54035,Jackson County,D,False,J. Justice,1,100.0,West Virginia,50.5,6166
54035,Jackson County,R,False,B. Cole,2,100.0,West Virginia,41.7,5088
54035,Jackson County,M,False,C. Pritt,3,100.0,West Virginia,6.5,794
54035,Jackson County,L,False,D. Moran,4,100.0,West Virginia,1.1,130
54035,Jackson County,C,False,P. Hudok,5,100.0,West Virginia,0.3,37
54037,Jefferson County,R,False,B. Cole,1,100.0,West Virginia,48.7,11547
54037,Jefferson County,D,False,J. Justice,2,100.0,West Virginia,40.2,9535
54037,Jefferson County,M,False,C. Pritt,3,100.0,West Virginia,6.8,1617
54037,Jefferson County,L,False,D. Moran,4,100.0,West Virginia,3.7,887
54037,Jefferson County,C,False,P. Hudok,5,100.0,West Virginia,0.5,109
54039,Kanawha County,D,False,J. Justice,1,100.0,West Virginia,58.6,44393
54039,Kanawha County,R,False,B. Cole,2,100.0,West Virginia,31.2,23612
54039,Kanawha County,M,False,C. Pritt,3,100.0,West Virginia,8.7,6595
54039,Kanawha County,L,False,D. Moran,4,100.0,West Virginia,1.2,911
54039,Kanawha County,C,False,P. Hudok,5,100.0,West Virginia,0.3,209
54041,Lewis County,R,False,B. Cole,1,100.0,West Virginia,47.4,3279
54041,Lewis County,D,False,J. Justice,2,100.0,West Virginia,46.2,3201
54041,Lewis County,M,False,C. Pritt,3,100.0,West Virginia,4.3,300
54041,Lewis County,L,False,D. Moran,4,100.0,West Virginia,1.6,110
54041,Lewis County,C,False,P. Hudok,5,100.0,West Virginia,0.5,34
54043,Lincoln County,D,False,J. Justice,1,100.0,West Virginia,57.7,4102
54043,Lincoln County,R,False,B. Cole,2,100.0,West Virginia,35.2,2503
54043,Lincoln County,M,False,C. Pritt,3,100.0,West Virginia,5.6,400
54043,Lincoln County,L,False,D. Moran,4,100.0,West Virginia,1.0,68
54043,Lincoln County,C,False,P. Hudok,5,100.0,West Virginia,0.5,32
54045,Logan County,D,False,J. Justice,1,100.0,West Virginia,55.5,6761
54045,Logan County,R,False,B. Cole,2,100.0,West Virginia,36.8,4482
54045,Logan County,M,False,C. Pritt,3,100.0,West Virginia,6.4,784
54045,Logan County,L,False,D. Moran,4,100.0,West Virginia,1.0,117
54045,Logan County,C,False,P. Hudok,5,100.0,West Virginia,0.2,29
54049,Marion County,D,False,J. Justice,1,100.0,West Virginia,52.5,12098
54049,Marion County,R,False,B. Cole,2,100.0,West Virginia,38.6,8908
54049,Marion County,M,False,C. Pritt,3,100.0,West Virginia,5.5,1269
54049,Marion County,L,False,D. Moran,4,100.0,West Virginia,2.8,640
54049,Marion County,C,False,P. Hudok,5,100.0,West Virginia,0.6,135
54051,Marshall County,D,False,J. Justice,1,100.0,West Virginia,49.5,6441
54051,Marshall County,R,False,B. Cole,2,100.0,West Virginia,43.4,5640
54051,Marshall County,M,False,C. Pritt,3,100.0,West Virginia,4.8,627
54051,Marshall County,L,False,D. Moran,4,100.0,West Virginia,1.7,225
54051,Marshall County,C,False,P. Hudok,5,100.0,West Virginia,0.5,67
54053,Mason County,D,False,J. Justice,1,100.0,West Virginia,54.3,5534
54053,Mason County,R,False,B. Cole,2,100.0,West Virginia,39.6,4033
54053,Mason County,M,False,C. Pritt,3,100.0,West Virginia,4.5,454
54053,Mason County,L,False,D. Moran,4,100.0,West Virginia,1.2,123
54053,Mason County,C,False,P. Hudok,5,100.0,West Virginia,0.4,43
54047,Mcdowell County,D,False,J. Justice,1,100.0,West Virginia,56.1,3448
54047,Mcdowell County,R,False,B. Cole,2,100.0,West Virginia,40.4,2483
54047,Mcdowell County,M,False,C. Pritt,3,100.0,West Virginia,2.3,144
54047,Mcdowell County,L,False,D. Moran,4,100.0,West Virginia,0.8,48
54047,Mcdowell County,C,False,P. Hudok,5,100.0,West Virginia,0.4,22
54055,Mercer County,R,False,B. Cole,1,100.0,West Virginia,54.7,12631
54055,Mercer County,D,False,J. Justice,2,100.0,West Virginia,40.3,9296
54055,Mercer County,M,False,C. Pritt,3,100.0,West Virginia,3.4,794
54055,Mercer County,L,False,D. Moran,4,100.0,West Virginia,1.2,277
54055,Mercer County,C,False,P. Hudok,5,100.0,West Virginia,0.4,86
54057,Mineral County,R,False,B. Cole,1,100.0,West Virginia,61.6,6965
54057,Mineral County,D,False,J. Justice,2,100.0,West Virginia,30.4,3436
54057,Mineral County,M,False,C. Pritt,3,100.0,West Virginia,3.8,430
54057,Mineral County,L,False,D. Moran,4,100.0,West Virginia,3.4,387
54057,Mineral County,C,False,P. Hudok,5,100.0,West Virginia,0.7,80
54059,Mingo County,D,False,J. Justice,1,100.0,West Virginia,54.9,5143
54059,Mingo County,R,False,B. Cole,2,100.0,West Virginia,39.3,3684
54059,Mingo County,M,False,C. Pritt,3,100.0,West Virginia,4.6,427
54059,Mingo County,L,False,D. Moran,4,100.0,West Virginia,1.0,95
54059,Mingo County,C,False,P. Hudok,5,100.0,West Virginia,0.3,27
54061,Monongalia County,D,False,J. Justice,1,100.0,West Virginia,44.3,15877
54061,Monongalia County,R,False,B. Cole,2,100.0,West Virginia,39.7,14233
54061,Monongalia County,M,False,C. Pritt,3,100.0,West Virginia,11.0,3942
54061,Monongalia County,L,False,D. Moran,4,100.0,West Virginia,4.6,1644
54061,Monongalia County,C,False,P. Hudok,5,100.0,West Virginia,0.5,164
54063,Monroe County,D,False,J. Justice,1,100.0,West Virginia,47.7,2732
54063,Monroe County,R,False,B. Cole,2,100.0,West Virginia,43.7,2504
54063,Monroe County,M,False,C. Pritt,3,100.0,West Virginia,7.2,415
54063,Monroe County,L,False,D. Moran,4,100.0,West Virginia,1.2,71
54063,Monroe County,C,False,P. Hudok,5,100.0,West Virginia,0.2,11
54065,Morgan County,R,False,B. Cole,1,100.0,West Virginia,64.1,4750
54065,Morgan County,D,False,J. Justice,2,100.0,West Virginia,26.0,1925
54065,Morgan County,M,False,C. Pritt,3,100.0,West Virginia,6.9,509
54065,Morgan County,L,False,D. Moran,4,100.0,West Virginia,2.6,195
54065,Morgan County,C,False,P. Hudok,5,100.0,West Virginia,0.4,33
54067,Nicholas County,D,False,J. Justice,1,100.0,West Virginia,60.0,5713
54067,Nicholas County,R,False,B. Cole,2,100.0,West Virginia,34.9,3326
54067,Nicholas County,M,False,C. Pritt,3,100.0,West Virginia,3.7,350
54067,Nicholas County,L,False,D. Moran,4,100.0,West Virginia,1.0,93
54067,Nicholas County,C,False,P. Hudok,5,100.0,West Virginia,0.4,42
54069,Ohio County,D,False,J. Justice,1,100.0,West Virginia,46.6,8334
54069,Ohio County,R,False,B. Cole,2,100.0,West Virginia,44.6,7991
54069,Ohio County,M,False,C. Pritt,3,100.0,West Virginia,6.0,1071
54069,Ohio County,L,False,D. Moran,4,100.0,West Virginia,2.4,434
54069,Ohio County,C,False,P. Hudok,5,100.0,West Virginia,0.4,73
54071,Pendleton County,R,False,B. Cole,1,100.0,West Virginia,49.5,1560
54071,Pendleton County,D,False,J. Justice,2,100.0,West Virginia,42.3,1333
54071,Pendleton County,M,False,C. Pritt,3,100.0,West Virginia,5.2,164
54071,Pendleton County,L,False,D. Moran,4,100.0,West Virginia,1.7,54
54071,Pendleton County,C,False,P. Hudok,5,100.0,West Virginia,1.2,38
54073,Pleasants County,D,False,J. Justice,1,100.0,West Virginia,54.0,1703
54073,Pleasants County,R,False,B. Cole,2,100.0,West Virginia,40.6,1280
54073,Pleasants County,M,False,C. Pritt,3,100.0,West Virginia,3.5,109
54073,Pleasants County,L,False,D. Moran,4,100.0,West Virginia,1.6,51
54073,Pleasants County,C,False,P. Hudok,5,100.0,West Virginia,0.4,12
54075,Pocahontas County,D,False,J. Justice,1,100.0,West Virginia,53.5,1956
54075,Pocahontas County,R,False,B. Cole,2,100.0,West Virginia,33.4,1220
54075,Pocahontas County,M,False,C. Pritt,3,100.0,West Virginia,10.4,379
54075,Pocahontas County,L,False,D. Moran,4,100.0,West Virginia,1.4,50
54075,Pocahontas County,C,False,P. Hudok,5,100.0,West Virginia,1.3,48
54077,Preston County,R,False,B. Cole,1,100.0,West Virginia,52.5,6552
54077,Preston County,D,False,J. Justice,2,100.0,West Virginia,31.7,3952
54077,Preston County,L,False,D. Moran,3,100.0,West Virginia,10.8,1342
54077,Preston County,M,False,C. Pritt,4,100.0,West Virginia,4.6,568
54077,Preston County,C,False,P. Hudok,5,100.0,West Virginia,0.5,61
54079,Putnam County,D,False,J. Justice,1,100.0,West Virginia,53.3,13176
54079,Putnam County,R,False,B. Cole,2,100.0,West Virginia,39.5,9771
54079,Putnam County,M,False,C. Pritt,3,100.0,West Virginia,5.6,1375
54079,Putnam County,L,False,D. Moran,4,100.0,West Virginia,1.3,318
54079,Putnam County,C,False,P. Hudok,5,100.0,West Virginia,0.3,70
54081,Raleigh County,D,False,J. Justice,1,100.0,West Virginia,56.4,16657
54081,Raleigh County,R,False,B. Cole,2,100.0,West Virginia,37.4,11038
54081,Raleigh County,M,False,C. Pritt,3,100.0,West Virginia,4.4,1296
54081,Raleigh County,L,False,D. Moran,4,100.0,West Virginia,1.3,381
54081,Raleigh County,C,False,P. Hudok,5,100.0,West Virginia,0.5,159
54083,Randolph County,D,False,J. Justice,1,100.0,West Virginia,46.8,5093
54083,Randolph County,R,False,B. Cole,2,100.0,West Virginia,41.2,4481
54083,Randolph County,M,False,C. Pritt,3,100.0,West Virginia,5.2,568
54083,Randolph County,C,False,P. Hudok,4,100.0,West Virginia,5.1,550
54083,Randolph County,L,False,D. Moran,5,100.0,West Virginia,1.8,195
54085,Ritchie County,R,False,B. Cole,1,100.0,West Virginia,62.4,2506
54085,Ritchie County,D,False,J. Justice,2,100.0,West Virginia,31.6,1269
54085,Ritchie County,M,False,C. Pritt,3,100.0,West Virginia,4.0,161
54085,Ritchie County,L,False,D. Moran,4,100.0,West Virginia,1.6,64
54085,Ritchie County,C,False,P. Hudok,5,100.0,West Virginia,0.5,19
54087,Roane County,D,False,J. Justice,1,100.0,West Virginia,52.6,2785
54087,Roane County,R,False,B. Cole,2,100.0,West Virginia,39.4,2087
54087,Roane County,M,False,C. Pritt,3,100.0,West Virginia,6.3,332
54087,Roane County,L,False,D. Moran,4,100.0,West Virginia,1.3,67
54087,Roane County,C,False,P. Hudok,5,100.0,West Virginia,0.5,24
54089,Summers County,D,False,J. Justice,1,100.0,West Virginia,55.2,2721
54089,Summers County,R,False,B. Cole,2,100.0,West Virginia,36.3,1787
54089,Summers County,M,False,C. Pritt,3,100.0,West Virginia,6.8,335
54089,Summers County,L,False,D. Moran,4,100.0,West Virginia,1.4,70
54089,Summers County,C,False,P. Hudok,5,100.0,West Virginia,0.3,14
54091,Taylor County,R,False,B. Cole,1,100.0,West Virginia,46.8,3077
54091,Taylor County,D,False,J. Justice,2,100.0,West Virginia,45.6,2994
54091,Taylor County,M,False,C. Pritt,3,100.0,West Virginia,4.1,269
54091,Taylor County,L,False,D. Moran,4,100.0,West Virginia,3.0,198
54091,Taylor County,C,False,P. Hudok,5,100.0,West Virginia,0.5,33
54093,Tucker County,R,False,B. Cole,1,100.0,West Virginia,46.2,1604
54093,Tucker County,D,False,J. Justice,2,100.0,West Virginia,42.6,1478
54093,Tucker County,M,False,C. Pritt,3,100.0,West Virginia,5.3,184
54093,Tucker County,L,False,D. Moran,4,100.0,West Virginia,4.5,156
54093,Tucker County,C,False,P. Hudok,5,100.0,West Virginia,1.4,47
54095,Tyler County,R,False,B. Cole,1,100.0,West Virginia,53.8,1952
54095,Tyler County,D,False,J. Justice,2,100.0,West Virginia,39.7,1441
54095,Tyler County,M,False,C. Pritt,3,100.0,West Virginia,4.0,146
54095,Tyler County,L,False,D. Moran,4,100.0,West Virginia,1.7,62
54095,Tyler County,C,False,P. Hudok,5,100.0,West Virginia,0.8,30
54097,Upshur County,R,False,B. Cole,1,100.0,West Virginia,51.3,4698
54097,Upshur County,D,False,J. Justice,2,100.0,West Virginia,40.5,3712
54097,Upshur County,M,False,C. Pritt,3,100.0,West Virginia,5.2,477
54097,Upshur County,L,False,D. Moran,4,100.0,West Virginia,1.9,174
54097,Upshur County,C,False,P. Hudok,5,100.0,West Virginia,1.1,97
54099,Wayne County,D,False,J. Justice,1,100.0,West Virginia,55.8,8494
54099,Wayne County,R,False,B. Cole,2,100.0,West Virginia,38.0,5790
54099,Wayne County,M,False,C. Pritt,3,100.0,West Virginia,4.3,659
54099,Wayne County,L,False,D. Moran,4,100.0,West Virginia,1.4,215
54099,Wayne County,C,False,P. Hudok,5,100.0,West Virginia,0.5,77
54101,Webster County,D,False,J. Justice,1,100.0,West Virginia,49.1,1461
54101,Webster County,R,False,B. Cole,2,100.0,West Virginia,42.4,1260
54101,Webster County,M,False,C. Pritt,3,100.0,West Virginia,5.7,169
54101,Webster County,L,False,D. Moran,4,100.0,West Virginia,1.7,52
54101,Webster County,C,False,P. Hudok,5,100.0,West Virginia,1.1,32
54103,Wetzel County,D,False,J. Justice,1,100.0,West Virginia,51.6,3204
54103,Wetzel County,R,False,B. Cole,2,100.0,West Virginia,40.4,2513
54103,Wetzel County,M,False,C. Pritt,3,100.0,West Virginia,5.1,314
54103,Wetzel County,L,False,D. Moran,4,100.0,West Virginia,1.8,112
54103,Wetzel County,C,False,P. Hudok,5,100.0,West Virginia,1.1,70
54105,Wirt County,D,False,J. Justice,1,100.0,West Virginia,48.0,1161
54105,Wirt County,R,False,B. Cole,2,100.0,West Virginia,45.7,1104
54105,Wirt County,M,False,C. Pritt,3,100.0,West Virginia,4.2,102
54105,Wirt County,L,False,D. Moran,4,100.0,West Virginia,1.7,42
54105,Wirt County,C,False,P. Hudok,5,100.0,West Virginia,0.4,9
54107,Wood County,D,False,J. Justice,1,100.0,West Virginia,48.3,17068
54107,Wood County,R,False,B. Cole,2,100.0,West Virginia,44.7,15809
54107,Wood County,M,False,C. Pritt,3,100.0,West Virginia,4.6,1635
54107,Wood County,L,False,D. Moran,4,100.0,West Virginia,2.0,722
54107,Wood County,C,False,P. Hudok,5,100.0,West Virginia,0.4,139
54109,Wyoming County,D,False,J. Justice,1,100.0,West Virginia,61.7,4827
54109,Wyoming County,R,False,B. Cole,2,100.0,West Virginia,33.6,2634
54109,Wyoming County,M,False,C. Pritt,3,100.0,West Virginia,3.4,267
54109,Wyoming County,L,False,D. Moran,4,100.0,West Virginia,1.0,76
54109,Wyoming County,C,False,P. Hudok,5,100.0,West Virginia,0.3,24
